# Asian Greeks: Rogers-Shi reduction z=(K-A/T)/S, z0=K/S0=1.0
# delta_reduced_dz = -dU/dz  (reduced-coordinate sensitivity)
# delta_Asian_financial = U(z0) - z0*U_z(z0)  (financial Delta, Sec. 3.2)
sigma,z,u,delta_reduced_dz,delta_Asian_financial,note
0.1,-0.5200000000,1.4315447160,0.9139298681,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.5100000000,1.4224054100,0.9139310385,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.5000000000,1.4132660950,0.9139317940,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.4900000000,1.4041267750,0.9139322748,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.4800000000,1.3949874500,0.9139325763,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.4700000000,1.3858481230,0.9139327626,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.4600000000,1.3767087950,0.9139328760,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.4500000000,1.3675694650,0.9139329438,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.4400000000,1.3584301360,0.9139329838,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.4300000000,1.3492908060,0.9139330069,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.4200000000,1.3401514760,0.9139330201,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.4100000000,1.3310121450,0.9139330274,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.4000000000,1.3218728150,0.9139330314,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.3900000000,1.3127334850,0.9139330337,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.3800000000,1.3035941540,0.9139330347,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.3700000000,1.2944548240,0.9139330353,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.3600000000,1.2853154940,0.9139330358,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.3500000000,1.2761761630,0.9139330354,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.3400000000,1.2670368330,0.9139330364,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.3300000000,1.2578975030,0.9139330356,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.3200000000,1.2487581720,0.9139330352,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.3100000000,1.2396188420,0.9139330386,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.3000000000,1.2304795120,0.9139330315,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.2900000000,1.2213401810,0.9139330395,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.2800000000,1.2122008510,0.9139330386,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.2700000000,1.2030615210,0.9139330216,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.2600000000,1.1939221900,0.9139330606,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.2500000000,1.1847828590,0.9139330163,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.2400000000,1.1756435300,0.9139330222,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.2300000000,1.1665041990,0.9139331042,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.2200000000,1.1573648680,0.9139329327,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.2100000000,1.1482255400,0.9139330938,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.2000000000,1.1390862060,0.9139331294,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.1900000000,1.1299468780,0.9139327627,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.1800000000,1.1208075510,0.9139333355,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.1700000000,1.1116682110,0.9139330180,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.1600000000,1.1025288900,0.9139325514,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.1500000000,1.0933895600,0.9139338294,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.1400000000,1.0842502140,0.9139326077,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.1300000000,1.0751109080,0.9139324202,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.1200000000,1.0659715650,0.9139345816,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.1100000000,1.0568322160,0.9139317920,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.1000000000,1.0476929300,0.9139324766,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.0900000000,1.0385535670,0.9139355358,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.0800000000,1.0294142190,0.9139306133,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.0700000000,1.0202749540,0.9139326748,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.0600000000,1.0111355650,0.9139366451,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.0500000000,1.0019962210,0.9139292993,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.0400000000,0.9928569794,0.9139327477,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.0300000000,0.9837175665,0.9139378915,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.0200000000,0.9745782216,0.9139282539,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,-0.0100000000,0.9654390014,0.9139322987,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.0000000000,0.9562995756,0.9139391645,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.0100000000,0.9471602181,0.9139280040,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.0200000000,0.9380210155,0.9139310713,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.0300000000,0.9288815967,0.9139400773,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.0400000000,0.9197422140,0.9139290126,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.0500000000,0.9106030164,0.9139292908,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.0600000000,0.9014636281,0.9139399757,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.0700000000,0.8923242169,0.9139313016,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.0800000000,0.8831850021,0.9139277971,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.0900000000,0.8740456610,0.9139383574,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.1000000000,0.8649062350,0.9139341117,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.1100000000,0.8557669787,0.9139276412,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.1200000000,0.8466276821,0.9139355073,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.1300000000,0.8374882686,0.9139361017,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.1400000000,0.8283489601,0.9139292154,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.1500000000,0.8192096843,0.9139326635,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.1600000000,0.8100703068,0.9139362725,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.1700000000,0.8009309588,0.9139316911,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.1800000000,0.7917916730,0.9139312071,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.1900000000,0.7826523347,0.9139348846,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.2000000000,0.7735129753,0.9139335772,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.2100000000,0.7643736631,0.9139314744,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.2200000000,0.7552343458,0.9139332642,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.2300000000,0.7460949978,0.9139340408,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.2400000000,0.7369556650,0.9139325274,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.2500000000,0.7278163473,0.9139325266,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.2600000000,0.7186770145,0.9139335307,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.2700000000,0.7095376767,0.9139332241,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.2800000000,0.7003983500,0.9139326679,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.2900000000,0.6912590233,0.9139330101,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.3000000000,0.6821196898,0.9139332703,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.3100000000,0.6729803579,0.9139330011,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.3200000000,0.6638410298,0.9139329018,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.3300000000,0.6547016999,0.9139330808,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.3400000000,0.6455623682,0.9139331069,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.3500000000,0.6364230377,0.9139329997,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.3600000000,0.6272837082,0.9139330004,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.3700000000,0.6181443777,0.9139330602,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.3800000000,0.6090050470,0.9139330531,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.3900000000,0.5998657167,0.9139330213,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.4000000000,0.5907263865,0.9139330277,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.4100000000,0.5815870561,0.9139330441,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.4200000000,0.5724477257,0.9139330399,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.4300000000,0.5633083953,0.9139330316,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.4400000000,0.5541690650,0.9139330339,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.4500000000,0.5450297346,0.9139330381,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.4600000000,0.5358904043,0.9139330370,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.4700000000,0.5267510739,0.9139330349,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.4800000000,0.5176117436,0.9139330354,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.4900000000,0.5084724132,0.9139330364,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.5000000000,0.4993330828,0.9139330362,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.5100000000,0.4901937525,0.9139330357,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.5200000000,0.4810544221,0.9139330358,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.5300000000,0.4719150918,0.9139330360,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.5400000000,0.4627757614,0.9139330360,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.5500000000,0.4536364310,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.5600000000,0.4444971007,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.5700000000,0.4353577703,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.5800000000,0.4262184400,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.5900000000,0.4170791096,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.6000000000,0.4079397792,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.6100000000,0.3988004489,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.6200000000,0.3896611185,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.6300000000,0.3805217882,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.6400000000,0.3713824578,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.6500000000,0.3622431274,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.6600000000,0.3531037971,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.6700000000,0.3439644667,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.6800000000,0.3348251364,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.6900000000,0.3256858060,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.7000000000,0.3165464756,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.7100000000,0.3074071453,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.7200000000,0.2982678149,0.9139330359,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.7300000000,0.2891284846,0.9139330355,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.7400000000,0.2799891542,0.9139330340,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.7500000000,0.2708498239,0.9139330274,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.7600000000,0.2617104937,0.9139330016,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.7700000000,0.2525711639,0.9139329088,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.7800000000,0.2434318355,0.9139326015,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.7900000000,0.2342925118,0.9139316616,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.8000000000,0.2251532023,0.9139289962,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.8100000000,0.2160139319,0.9139219603,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.8200000000,0.2068747631,0.9139046098,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.8300000000,0.1977358397,0.9138644952,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.8400000000,0.1885974732,0.9137772432,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.8500000000,0.1794602948,0.9135981282,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.8600000000,0.1703255106,0.9132500403,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.8700000000,0.1611952940,0.9126078282,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.8800000000,0.1520733540,0.9114799784,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.8900000000,0.1429656945,0.9095899012,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.9000000000,0.1338815560,0.9065604608,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.9100000000,0.1248344853,0.9019064167,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.9200000000,0.1158434277,0.8950396683,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.9300000000,0.1069336919,0.8852912710,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.9400000000,0.0981376022,0.8719520076,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.9500000000,0.0894946517,0.8543301098,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.9600000000,0.0810510001,0.8318211240,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.9700000000,0.0728582293,0.8039817119,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.9800000000,0.0649713658,0.7705971901,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,0.9900000000,0.0574462855,0.7317324297,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.0000000000,0.0503367172,0.6877575347,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.0100000000,0.0436911348,0.6393432114,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.0200000000,0.0375498530,0.5874252396,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.0300000000,0.0319426300,0.5331420538,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.0400000000,0.0268870119,0.4777532562,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.0500000000,0.0223875648,0.4225492244,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.0600000000,0.0184360274,0.3687625452,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.0700000000,0.0150123139,0.3174908642,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.0800000000,0.0120862101,0.2696382817,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.0900000000,0.0096195483,0.2258792422,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.1000000000,0.0075686253,0.1866455761,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.1100000000,0.0058866368,0.1521345091,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.1200000000,0.0045259351,0.1223334034,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.1300000000,0.0034399687,0.0970558957,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.1400000000,0.0025848172,0.0759839118,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.1500000000,0.0019202905,0.0587105828,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.1600000000,0.0014106055,0.0447801176,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.1700000000,0.0010246881,0.0337219381,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.1800000000,0.0007361668,0.0250776336,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.1900000000,0.0005231355,0.0184203679,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.2000000000,0.0003677594,0.0133672019,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.2100000000,0.0002557914,0.0095853244,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.2200000000,0.0001760529,0.0067934610,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.2300000000,0.0001199222,0.0047597791,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.2400000000,0.0000808574,0.0032975134,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.2500000000,0.0000539719,0.0022593409,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.2600000000,0.0000356705,0.0015313066,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.2700000000,0.0000233458,0.0010268702,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.2800000000,0.0000151331,0.0006814402,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.2900000000,0.0000097170,0.0004475918,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.3000000000,0.0000061813,0.0002910446,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.3100000000,0.0000038961,0.0001873866,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.3200000000,0.0000024336,0.0001194797,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.3300000000,0.0000015065,0.0000754570,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
