# Asian Greeks: Rogers-Shi reduction z=(K-A/T)/S, z0=K/S0=1.0
# delta_reduced_dz = -dU/dz  (reduced-coordinate sensitivity)
# delta_Asian_financial = U(z0) - z0*U_z(z0)  (financial Delta, Sec. 3.2)
sigma,z,u,delta_reduced_dz,delta_Asian_financial,note
0.1,1.3400000000,0.0000009244,0.0000472089,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.3500000000,0.0000005623,0.0000292641,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.3600000000,0.0000003391,0.0000179760,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.3700000000,0.0000002028,0.0000109437,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.3800000000,0.0000001203,0.0000066039,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.3900000000,0.0000000707,0.0000039505,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.4000000000,0.0000000413,0.0000023430,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.4100000000,0.0000000239,0.0000013779,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.4200000000,0.0000000137,0.0000008036,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.4300000000,0.0000000078,0.0000004648,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.4400000000,0.0000000044,0.0000002666,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.4500000000,0.0000000025,0.0000001517,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.4600000000,0.0000000014,0.0000000856,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.4700000000,0.0000000008,0.0000000479,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.4800000000,0.0000000004,0.0000000266,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.4900000000,0.0000000002,0.0000000147,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.5000000000,0.0000000001,0.0000000080,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.5100000000,0.0000000001,0.0000000043,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.5200000000,0.0000000000,0.0000000023,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.5300000000,0.0000000000,0.0000000012,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.5400000000,0.0000000000,0.0000000007,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.5500000000,0.0000000000,0.0000000003,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.5600000000,0.0000000000,0.0000000002,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.5700000000,0.0000000000,0.0000000001,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.5800000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.5900000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.6000000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.6100000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.6200000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.6300000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.6400000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.6500000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.6600000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.6700000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.6800000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.6900000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.7000000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.7100000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.7200000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.7300000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.7400000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.7500000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.7600000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.7700000000,-0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.7800000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.7900000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.8000000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.8100000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.8200000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.8300000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.8400000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.8500000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.8600000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.8700000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.8800000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.8900000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.9000000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.9100000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.9200000000,-0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.9300000000,0.0000000000,-0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.9400000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.9500000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.9600000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.9700000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.9800000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.1,1.9900000000,0.0000000000,0.0000000000,0.7380942519,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.9900000000,1.9124839250,0.0001306371,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.9800000000,1.9124819450,0.0002727503,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.9700000000,1.9124784700,0.0004304824,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.9600000000,1.9124733360,0.0006049474,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.9500000000,1.9124663710,0.0007973177,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.9400000000,1.9124573890,0.0010088269,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.9300000000,1.9124461940,0.0012407714,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.9200000000,1.9124325740,0.0014945130,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.9100000000,1.9124163040,0.0017714806,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.9000000000,1.9123971440,0.0020731726,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.8900000000,1.9123748410,0.0024011591,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.8800000000,1.9123491210,0.0027570837,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.8700000000,1.9123196990,0.0031426662,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.8600000000,1.9122862680,0.0035597042,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.8500000000,1.9122485050,0.0040100751,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.8400000000,1.9122060660,0.0044957385,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.8300000000,1.9121585900,0.0050187379,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.8200000000,1.9121056920,0.0055812024,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.8100000000,1.9120469660,0.0061853490,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.8000000000,1.9119819850,0.0068334836,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.7900000000,1.9119102960,0.0075280032,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.7800000000,1.9118314250,0.0082713970,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.7700000000,1.9117448680,0.0090662479,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.7600000000,1.9116501000,0.0099152337,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.7500000000,1.9115465640,0.0108211279,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.7400000000,1.9114336770,0.0117868009,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.7300000000,1.9113108280,0.0128152203,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.7200000000,1.9111773730,0.0139094515,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.7100000000,1.9110326390,0.0150726578,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.7000000000,1.9108759200,0.0163081004,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.6900000000,1.9107064770,0.0176191380,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.6800000000,1.9105235370,0.0190092263,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.6700000000,1.9103262920,0.0204819167,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.6600000000,1.9101138980,0.0220408553,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.6500000000,1.9098854750,0.0236897813,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.6400000000,1.9096401030,0.0254325245,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.6300000000,1.9093768240,0.0272730033,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.6200000000,1.9090946430,0.0292152216,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.6100000000,1.9087925200,0.0312632656,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.6000000000,1.9084693770,0.0334212999,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.5900000000,1.9081240940,0.0356935629,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.5800000000,1.9077555060,0.0380843624,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.5700000000,1.9073624070,0.0405980702,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.5600000000,1.9069435450,0.0432391156,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.5500000000,1.9064976240,0.0460119794,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.5400000000,1.9060233050,0.0489211867,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.5300000000,1.9055192010,0.0519712988,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.5200000000,1.9049838790,0.0551669048,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.5100000000,1.9044158630,0.0585126128,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.5000000000,1.9038136270,0.0620130401,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.4900000000,1.9031756020,0.0656728022,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.4800000000,1.9025001710,0.0694965023,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.4700000000,1.9017856720,0.0734887190,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.4600000000,1.9010303970,0.0776539937,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.4500000000,1.9002325920,0.0819968175,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.4400000000,1.8993904600,0.0865216170,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.4300000000,1.8985021600,0.0912327396,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.4200000000,1.8975658050,0.0961344379,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.4100000000,1.8965794710,0.1012308535,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.4000000000,1.8955411880,0.1065260007,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.3900000000,1.8944489510,0.1120237483,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.3800000000,1.8933007130,0.1177278016,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.3700000000,1.8920943950,0.1236416843,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.3600000000,1.8908278800,0.1297687183,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.3500000000,1.8894990200,0.1361120047,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.3400000000,1.8881056400,0.1426744029,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.3300000000,1.8866455320,0.1494585104,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.3200000000,1.8851164690,0.1564666415,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.3100000000,1.8835162000,0.1637008061,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.3000000000,1.8818424530,0.1711626883,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.2900000000,1.8800929460,0.1788536247,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.2800000000,1.8782653810,0.1867745825,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.2700000000,1.8763574540,0.1949261386,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.2600000000,1.8743668580,0.2033084574,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.2500000000,1.8722912850,0.2119212707,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.2400000000,1.8701284330,0.2207638560,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.2300000000,1.8678760080,0.2298350171,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.2200000000,1.8655317320,0.2391330645,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.2100000000,1.8630933470,0.2486557965,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.2000000000,1.8605586160,0.2584004820,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.1900000000,1.8579253370,0.2683638435,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.1800000000,1.8551913390,0.2785420420,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.1700000000,1.8523544960,0.2889306632,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.1600000000,1.8494127260,0.2995247050,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.1500000000,1.8463640020,0.3103185671,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.1400000000,1.8432063550,0.3213060424,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.1300000000,1.8399378810,0.3324803104,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.1200000000,1.8365567490,0.3438339330,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.1100000000,1.8330612020,0.3553588521,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.1000000000,1.8294495720,0.3670463909,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.0900000000,1.8257202750,0.3788872569,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.0800000000,1.8218718260,0.3908715480,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.0700000000,1.8179028440,0.4029887617,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.0600000000,1.8138120510,0.4152278075,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.0500000000,1.8095982880,0.4275770222,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.0400000000,1.8052605110,0.4400241887,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.0300000000,1.8007978040,0.4525565580,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.0200000000,1.7962093800,0.4651608752,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.0100000000,1.7914945860,0.4778234079,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-1.0000000000,1.7866529110,0.4905299791,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.9900000000,1.7816839870,0.5032660034,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.9800000000,1.7765875910,0.5160165258,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.9700000000,1.7713636560,0.5287662655,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.9600000000,1.7660122660,0.5414996611,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.9500000000,1.7605336630,0.5542009204,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.9400000000,1.7549282480,0.5668540727,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.9300000000,1.7491965810,0.5794430241,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.9200000000,1.7433393870,0.5919516148,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.9100000000,1.7373575490,0.6043636798,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.9000000000,1.7312521140,0.6166631111,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.8900000000,1.7250242870,0.6288339214,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.8800000000,1.7186754350,0.6408603097,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.8700000000,1.7122070810,0.6527267278,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.8600000000,1.7056209010,0.6644179478,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.8500000000,1.6989187220,0.6759191285,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.8400000000,1.6921025180,0.6872158834,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.8300000000,1.6851744040,0.6982943465,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.8200000000,1.6781366310,0.7091412374,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.8100000000,1.6709915790,0.7197439249,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
